question,label,answer,,,,,
结合史实，谈谈对中国近代史是外国资本帝国主义与中国封建势力勾结，逐步把中国变为半殖民地半封建社会过程的认识。,内容,从鸦片战争开始到五四运动的中国近代历史，是资本帝国主义以军事、经济、政治手段侵略、控制中国，反对中国独立，阻碍中国向近代化发展，并和中国封建势力相结合，逐步把中国变为半殖民地半封建社会的过程。发动战争，是资本帝国主义最早也最常用的侵略手段。从1840年开始，资本帝国主义对中国发动了鸦片战争、第二次鸦片战争、中法战争、甲午战争、八国联军侵华等一系列侵略战争，强迫清政府签订了南京条约、马关条约、辛丑条约等一系列不平等条约。战争结果，列强严重践踏了中国的国家主权：他们疯狂残杀中国人民，丧心病狂地毁灭中华五千年文明遗产；强迫清政府签订割地赔款条约，破坏了中国的领土、领海、司法等方面的主权完整；疯狂地向中国倾销商品和掠夺原料，把中国卷入世界资本主义市场；同时通过政治借款、勒索赔款、在中国设厂筑路等，控制中国的经济命脉；主权独立的中国逐步沦为受外国支配的半殖民地国家。面对资本帝国主义侵略，中国进行了反侵略的正义战争，广大人民群众和爱国官兵与侵略者进行了顽强的战斗。但是，由于中国封建制度的腐朽、社会经济技术落后，再加上清朝统治者的昏聩愚昧和所采取的妥协投降政策等因素——在历次反侵略战争中，清政府始终认为“患在内而不在外”，害怕人民群众投身战争将危及统治阶级的根本利益，所以在鸦片战争中会下令林则徐充军伊犁、解散三元里抗英民众；在第二次鸦片战争中“借师助剿”太平军；中法战争中国的不败而败；八国联军侵华后，清政府一面宣战一面暗中讨好侵略者，“量中华之物力，结与国之欢心”——最终清政府在屈辱的条件下与外国侵略者达成协议，导致一系列战争的失败。1901年辛丑条约的签订，标志着清政府已完全变成帝国主义在华的驯服工具，彻底沦为“洋人的朝廷”；也标志着列强终于接受保留傀儡政权加强对华统治。至此，外国资本帝国主义与中国封建势力勾结，完全把中国变为半殖民地半封建社会。,,,,,
结合史实，谈一下英国责任内阁制的形成、完善以及内阁所掌控权力的演变。,内容,“光荣革命”之前，国王有一个最高的咨询机构——枢密院。“光荣革命”后，内阁逐渐取代了枢密院，成了国王直辖的最高行政机关。18世纪初，形成了国王不参加内阁会议，下院多数党领袖任首相主持内阁会议的惯例，并逐渐形成了这样的惯例：一旦内阁受到下院的反对，首相就要辞职向议会谢罪，或解散下院提前进行议会选举，由新成立的下院决定内阁的去留。18世纪中叶，责任内阁制形成并得以完善，议会取得了对行政权力的监督控制权。19世纪70年代以后，内阁开始凌驾于议会之上，几乎垄断了全部的立法提案权，并掌握了一部分立法权、财政权，被许多英国人称为议会中的“第三院”。,,,,,
结合孙中山领导的辛亥革命的相关史实，谈谈你对这两句话的认识。,内容,两句名言蕴涵的道理主要是：做事情要顺应历史发展潮流（“顺乎天理”）、顺应世界发展潮流（“适乎世界之潮流”“世界潮流浩浩荡荡”）、代表人民群众的利益（“应乎人情”“适乎人群之需要”），做一个站在时代前列的、具备世界意识（或称国际意识）的、代表人民利益的不屈不挠的实干家（“决志行之”）。这两句话是孙中山一生的写照。孙中山提出三民主义、领导辛亥革命，既是顺应历史发展潮流，也是顺应世界发展潮流，更代表了广大人民群众的利益；作为第一个在中国提倡民主革命的人，他站到了时代潮流的前面；孙中山一出世间就是革命，是一个意志顽强的实干家。学生能围绕其中一个问题谈谈自己的看法就可以，关键在于确有实感，而非道德漫谈。,,,,,
结合所学知识理解两个材料都提到棉纺织业的原因，当时英国的棉纺织业对19中期的美国、中国和印度产生了什么影响,内容,英国工业革命首先发生在棉纺织业，棉纺织业成为当时影响最大的工业行业。美：南方种植园大量种植棉花，大部分销往英国，美国北方新兴纺织业对棉花的需求却得不到满足，南北矛盾激化，最终导致内战爆发。中：鸦片战争，中国自然经济逐渐解体。印度：在英国棉纺织品的打击下，印度的棉纺织业迅速衰落。,,,,,
结合以前所学内容和本课所学知识，谈一谈苏联解体的原因有哪些,原因,存在70多年且唯一能与美实力相抗衡的社会主义大国解体了，其解体原因是复杂的：历史原因：（1）长期以来形成的与社会生产力不相适应的政治、经济体制，使得其在国际竞争的进程中停滞不前，陷入了经济困境难以自拔。（2）长期以来存在的民族问题。近因：（1）苏共领导集团主要领导人改革进程中的操作问题，仅从宏观方面看：经济改革不得力，经济发展情况没有根本性的好转，在此形势下又大张旗鼓开展政治体制，造成政治、经济双方面的失控。在激进改革派的推动下，急于求成而进。然而70多年来形成的政治、经济体制上的问题却不是在短时间内能扭转的。（2）美国及西方长期渗透、推行和平演变的作用。,,,,,
解冻文学,内容,①爱伦堡的《解冻》②帕斯捷尔纳克《日瓦戈医生》、,,,,,
解冻文学风格,内容,将爱情和婚姻自由作为小说主旋律，大胆的表现生活矛盾的冲突和社会的黑暗面,,,,,
解冻文学相关背景,背景,斯大林逝世后，第二次文代会彻底纠左；苏共二十大批判斯大林、平反冤假错案。,,,,,
进化论分歧根源,原因,世界观，论证方法,,,,,
进化论观点,主张,拉马克，法国，19世纪，①生物是从低级向高级进化的②肯定了环境对物种变化的影响③进化的规则是用进废退获得性遗传；达尔文，英国，19世纪，①物种不断进化，从低级向高级发展②自然界进化的规则是物竞天择，适者生存。③人类起源于古猿。,,,,,
近代民族工业的初步发展,背景,甲午战后到20世纪初期,,,,,
近代民族工业的初步发展代表企业,内容,张謇的南通大生纱厂,,,,,
近代民族工业的初步发展有利条件,背景,①帝国主义扩大经济侵略尤其资本输出进一步破坏中国自然经济。②清政府准许民间设厂③人们呼吁以设厂自救、实业救国挽救民族危机,,,,,
近代民族工业的初步发展政治影响,意义,民族资产阶级登上政治舞台，开始了维新变法和民主革命运动,,,,,
近代民族工业的兴起,内容,①资金少、规模小，技术力量薄弱②部门和地区分布不平衡，没有形成独立完整的工业体系③受外资和本封双重压迫又与之有一定依赖关系等,,,,,
近代民族工业的兴起概况,内容,①资金少、规模小，技术力量薄弱②部门和地区分布不平衡，没有形成独立完整的工业体系③受外资和本封双重压迫又与之有一定依赖关系等,,,,,
近代民族工业的兴起时间,内容,19世纪六七十年代后起,,,,,
近代民族工业的兴起途径,内容,"①洋务派创办近代军事和民用工业企业（其中军事企业为官办；民用企业采用官办、官督商办和官商合办等多种形式，以官督商办为多）
②部分官僚地主商人等投资于近代工业企业，如陈启沅创办的广东南海继昌隆缫丝厂
③部分手工工场采用机器生产
如方举赞等创办的上海发昌机器厂",,,,,
近代民族工业含义,内容,近代中国人在国内创办的使用机器生产、雇工经营的工业企业。广义上的民族工业即包括近代官办工业也包括近代民营工业；狭义上的民族工业仅指近代民营工业企业（即近代私人资本主义或民族资本主义工业）,,,,,
近代生命科学,意义,"观察分类法，林耐，18世纪，瑞典，将动植物分为纲目属种四级；解剖实验法，哈维，施莱登·施旺，建立血液循环理论，创立了细胞学说，巴斯德，法国，为微生物学奠定基础
",,,,,
近代以来人们物质生活,内容,（1）服饰①近代男装长袍马褂（传统）、西装（传入，民国后流行）、中山装（辛亥革命后孙中山设计，综合中西服装优点）②近代女装旗袍的改良，由宽松肥大向合身适体、短袍窄袖方向发展③现代服装建国初，与政治生活联系，中山装和列宁装、连衣裙等苏式服装普遍文革时期，军装和干部服盛行；改革开放后，由穿得暖向穿得好、穿得时尚、穿得个性过渡；总趋势由拘谨、保守、呆板、等级森严向美观、适体、方便、平民化转变（2）餐饮①中国四大传统菜系鲁菜、川菜、粤菜、淮扬菜②19世纪四十年代起，西方饮食文化传入。西餐馆各通商口岸陆续传入③西餐中的一些常用蔬菜、调味品、西式糖果、糕点、饮料进入百姓饭桌，受到国人欢迎。（3）居室建筑①传统民居蕴含着深刻的文化内涵，四合院是北方地区的传统民居②鸦片战争后，在租界等西式住房开始大量出现③20世纪30年代前后，京津等地出现完全欧化的新住宅④中西合璧式建筑出现，如毗连式房屋⑤西式家具陈设受到人们欢迎,,,,,
